Area,Type,Key,English,Russian,German,Spanish,Portuguese,Japanese,Korean
Offers,,#OFFERS_BONUS,Bonus,Бонус,Bonus,Bono,Bônus,ボーナス,보너스
Offers,,#OFFERS_CHIEFS,Chiefs,Герои,Anführer,Líderes,Chefes,チーフ,부족장
Offers,,#OFFERS_LIFETIME_LIMIT,Lifetime limit,Лимит,Gesamtlimit,Límite total,Limite total,累計購入制限,누적 한도
Offers,,#OFFERS_ONE_PURCHASE,1 Purchase,1 покупка,1 Kauf,1 Compra,1 Compra,1回購入,1회 구매
Offers,,#OFFERS_MANAGER_DESCRIPTION,Boost your camp now! Get these Chiefs and grow faster!,Прокачай лагерь прямо сейчас! Купи героев и расти быстрее!,Boostere dein Lager jetzt! Hol dir diese Anführer und wachse schneller!,¡Mejora tu campamento! ¡Consigue estos Líderes y crece más rápido!,Reforce seu acampamento! Obtenha Chefes e avance mais rápido!,今すぐキャンプを強化！これらのチーフを獲得して、より速く成長しよう！,지금 캠프를 강화하세요! 이 부족장들을 얻고 더 빠르게 성장하세요!
Offers,,#OFFERS_CHIEFS_CHOICE_BUNDLE_TITLE,Choose one,Выберите один,Wähle eins,Elige uno,Escolha um,1つ選択,하나 선택
Offers,,#OFFERS_CHIEFS_CHOICE_BUNDLE_OR,or,или,oder,o,ou,または,또는
Offers,,#OFFERS_CHIEFS_DESCRIPTION_LVL30,Instantly upgrade included Chiefs to lvl 30 and get:,Сразу улучшите купленных Героев до 30ого уровня и получите:,Diese Anführer sofort auf Lvl 30 upgraden und erhalten:,Mejora instantáneamente los Líderes incluidos al nivel 30 y consigue:,Melhore instantaneamente os Chefes incluídos para o nível 30 e ganhe:,含まれるチーフを即座にLv30に強化し、入手：,포함된 부족장을 즉시 30레벨로 업그레이드하고 획득:
Offers,,#OFFERS_CHIEFS_ONLY_ONE_OFFER,"You may purchase only one of these offers, once per lifetime",Вы можете купить только один из этих офферов. Лимит: 1 покупка.,"Du kannst nur eines dieser Angebote kaufen, einmal pro Lebenszeit","Solo puedes comprar una de estas ofertas, una vez por vida","Você só pode comprar uma destas ofertas, uma vez por vida",これらのオファーは1つのみ購入可能で、1回限りです,이 오퍼들 중 하나만 평생 1회 구매할 수 있습니다
Offers,,#OFFERS_CHIEFS_YOU_GET,You get,Вы получаете,Du erhältst,Recibes,Você recebe,入手,획득
Offers,,#OFFERS_CHIEFS_OPT_MINING,Mining,Добыча,Bergbau,Minería,Mineração,採掘,채굴
Offers,,#OFFERS_CHIEFS_OPT_MINING_SMELTING,Mining + Smelting,Добыча + Плавка,Bergbau + Schmelze,Minería + Fundición,Mineração + Fundição,採掘 + 精錬,채굴 + 제련
Offers,,#OFFERS_CHIEFS_OPT_MINING_CRAFTING,Mining + Crafting,Добыча + Крафт,Bergbau + Fertigung,Minería + Producción,Mineração + Produção,採掘 + 製造,채굴 + 제작
Offers,,#OFFERS_CHIEFS_OPT_CRAFT_BASIC,Basic Crafting,Базовый Крафт,Einfache Fertigung,Producción Básica,Produção Básica,基本製造,기본 제작
Offers,,#OFFERS_CHIEFS_OPT_CRAFT_ADVANCED,Advanced Crafting,Продвинутый Крафт,Erweiterte Fertigung,Producción Avanzada,Produção Avançada,上級製造,고급 제작
Offers,,#OFFERS_CHIEFS_MINING_BASIC,Mining Crew,Команда Добычи,Bergbau-Crew,Equipo de Minería,Equipe de Mineração,採掘隊,채굴팀
Offers,,#OFFERS_CHIEFS_CARGO_BASIC,Cargo Crew,Команда Носильщиков,Träger-Crew,Equipo de Carga,Equipe de Carga,運搬隊,운반팀
Offers,,#OFFERS_CHIEFS_SMELTING_BASIC,Smelting Crew,Команда Плавки,Schmelze-Crew,Equipo de Fundición,Equipe de Fundição,精錬隊,제련팀
Offers,,#OFFERS_BUILDING,Building,Строение,Gebäude,Edificio,Edifício,建物,건물
Offers,,#OFFERS_LEVEL_10,Level 10,Уровень 10,Stufe 10,Nivel 10,Nivel 10,レベル10,레벨 10
Offers,,#OFFERS_NO_ADS,Remove ADS,Убрать рекламу,Keine Werbung,Quitar anuncios,Sem Anúncios,広告を消す,광고 제거
Offers,,#OFFERS_NO_ADS_DESC,Enjoy all ad-related benefits without any interruptions - forever!,Получите все реклмные бонусы без просмотра рекламы - навсегда!,Verwenden Sie alle werbebezogenen Vorteile ohne Werbung - für immer!,¡Disfruta beneficios de anuncios sin ver publicidad - para siempre!,Desfrute beneficios de anúncios sem ver publicidade - para sempre!,広告関連の報酬を「介入」なしで全てゲットできる、ずーっと！,모든 광고 관련 혜택을 중단 없이 계속 누려보세요!
Offers,,#OFFERS_NO_ADS_USP1,120% Mine Boost always active,120% Буст Шахт всегда активен,120% Minen-Boost immer aktiv,120% velocidad de extracción siempre activa,120% taxa de mina sempre ativa,採掘場ブースト120%が常時稼働,120% 채굴 부스트가 항상 활성화됩니다
Offers,,#OFFERS_NO_ADS_USP2,"Coin gifts are still rewarded, no ads required",Монеты в награду доступны без рекламы,"Münzen als Geschenke, ohne Werbung","Monedas como regalos, disponibles sin anuncios.","Moedas como presentes, disponíveis sem anúncios",広告表示なしでコイン系報酬ずっともらえる,계속 코인 선물이 지급되며 광고를 볼 필요가 없어요
Offers,,#OFFERS_NO_ADS_USP3,"Gem gifts are still rewarded, no ads required",Гемы в награду доступны без рекламы,"Juwelen als Geschenke, ohne Werbung","Gemas como regalos, disponibles sin anuncios.","Gemas como presentes, disponíveis sem anúncios",広告表示なしでジェム系報酬ずっともらえる,계속 보석 선물이 지급되며 광고를 볼 필요가 없어요
Offers,,#OFFERS_NO_ADS_USP4,Second Daily Chest every 6 hours without ads,Второй Ежедневный сундук раз в 6 часов без рекламы,Zweite tägl. Truhe alle 6 Std. ohne Werbung,Un segundo cofre diario cada 6 horas y sin anuncios.,Segundo Baú Diário cada 6 horas sem anúncios,広告表示なしで6時間おきに第2デイリーチェストもらえる,광고 없이 6시간마다 두 번째 일일 상자가 지급됩니다
Offers,,#OFFERS_NO_ADS_USP5,Special building enhancing your camp’s aesthetics,"Особое здание, для эстетики вашего лагеря","Exklusives Gebäude, das die Optik lhres Lagers verbessert",Edificio único para embellecer tu campamento.,Edifício único para embelezar o seu acampamento,特別な建物で野営地の見栄えがぐんとアップ,주둔지의 미적 요소를 향상시키는 특수 건물이 지급됩니다
Offers,,#OFFERS_NO_ADS_USP6,"15 Boosters every day, no ads required",15 Бустеров каждый день без просмотра рекламы,"15 Booster täglich, keine Werbung erforderlich","15 Boosts cada día, sin anuncios necesarios","15 Boosts por dia, sem anúncios necessários",毎日ブースター15個,매일 부스터 15개
Offers,,#OFFERS_NO_ADS_USP7,"Double offline production, no ads required",Удвоение предметов произведенных оффлайн,"Doppelte Offline-Produktion, ohne Werbung","Producción doble sin conexión, sin anuncios.","Produção offline dobrada, sem anúncios",x2 オフライン生産,x2 유휴 생산
Offers,,#OFFERS_NO_ADS_USP8,120% Craft Speed Boost always active,120% Буст Скорости Крафта всегда активен,120% Werkstatt-Boost immer aktiv,120% velocidad de producción siempre activa,120% velocidade de produção sempre ativa,製造スピード120%常にアクティブ,제작 속도 120% 항상 활성화
Offers,,#OFFERS_NO_ADS_USP9,"Red Rock and The Last Cliff bonuses, no ads required",Алая Скала и Последний Утес: бонусы без рекламы,Roter Fels und Die Letzte Klippe - Bonus ohne Werbung,Roca Roja y El Último Acantilado - bonos sin anuncios,"Bônus de Rocha Vermelha e O Último Penhasco, sem anúncios",レッドロックと最後の断崖のボーナス、広告なしで獲得,"레드 락 및 마지막 절벽 보너스, 광고 없이 제공"
Offers,,#OFFERS_NO_ADS_USP10,"20 Ledger Books every day, no ads required",20 Книг Отчетов каждый день без рекламы,"20 Kontobücher täglich, keine Werbung erforderlich","20 Libros de Cuentas cada día, sin anuncios necesarios","20 Livros de Contabilidade por dia, sem anúncios",広告表示なしで毎日帳簿を20冊獲得,광고 없이 매일 장부 20권을 받아보세요
,,,,,,,,,
Offers,,#OFFERS_NOADS_SALE_HEADER,Midsummer 2026,Солнцестояние 2026,Mittsommer 2026,Pleno verano 2026,Pleno verão 2026,ミッドサマー2026,한여름 2026
Offers,Button,#OFFERS_NOADS_SALE_BUBBLE,Best price ever!,Лучшая цена!,Bestpreis aller Zeiten!,¡El mejor precio!,Melhor preço de sempre!,史上最安値！,역대 최저가!
Offers,,#OFFERS_NOADS_SALE_SUBTITLE,Limited time sale,Успейте купить,Zeitlich begrenzter Sale,Oferta por tiempo limitado,Promoção por tempo limitado,期間限定セール,한정 기간 세일
Offers,,#OFFERS_NOADS_SALE_DESC,Get the full Remove Ads Package enjoy smoother game experience forever.\n\nThis discount is available for a limited time and returns very rarely.,Получите полный пакет «Без рекламы» и наслаждайтесь более плавной игрой всегда.\n\nЭта скидка доступна ограниченное время и появляется очень редко.,"Hol dir das komplette „Keine Werbung""-Paket und genieße für immer ein flüssigeres Spielerlebnis.\n\nDieser Rabatt ist nur für kurze Zeit verfügbar und kehrt sehr selten zurück.",Consigue el paquete completo Sin Anuncios y disfruta de una experiencia más fluida para siempre.\n\nEste descuento está disponible por tiempo limitado y vuelve muy pocas veces.,Garanta o pacote completo Sem Anúncios e aproveite uma experiência mais fluida para sempre.\n\nEste desconto está disponível por tempo limitado e retorna muito raramente.,「広告削除」フルパッケージを手に入れて、より快適なゲーム体験をずっと楽しもう。\n\nこの割引は期間限定で、再登場は非常にまれです。,광고 제거 풀 패키지를 손에 넣고 더 쾌적한 게임을 영원히 즐겨보세요.\n\n이 할인은 한정된 기간에만 제공되며 매우 드물게 다시 찾아옵니다.
Offers,,#OFFERS_NOADS_SALE_BANNER_RIBBON,Midsummer '26,Солнцестояние '26,Mittsommer '26,Pleno verano '26,Pleno verão '26,ミッドサマー'26,한여름 '26
,,,,,,,,,
Offers,,#OFFERS_MINING_BOOST,Mining\nBoost,Буст\nШахт,Minen-Boost,Impulso de Mina,Reforço de Mina,採掘\nブースト,채굴\n부스트
Offers,,#OFFERS_CAMP_BOOST,Camp\nBoost,Буст\nЛагеря,Boost des Lagers,Impulso de campamento,Reforço de acampamento,野営地\nブースト,주둔지\n부스트
Offers,,#OFFERS_EXP_GAIN,Exp\nGain,Доход\nEXP,EXPGewinn,Ganancia de EXP,Ganho de EXP,EXP\n獲得,경험치\n획득
Offers,,#OFFERS_BOOSTERS_MINE,Mining Pack,Набор Добычи,Abbau- Paket,Paquete Minero,Pacote de Mineração,マイニング割引,채굴 할인
Offers,,#OFFERS_BOOSTERS_REFINERY,Foundry Pack,Набор Плавки,Gießerei- Paket,Paquete de Fundición,Pacote da Fundição,製錬割引,제련 할인
Offers,,#OFFERS_BOOSTERS_WORKSHOP,Workshop Pack,Набор Крафта,Werkstatt- Paket,Paquete de Taller,Pacote da Oficina,ワークショップ割引,워크숍 할인
Offers,,#OFFERS_BOOSTERS_PRODUCTION,Production Pack,Набор Производства,Produktions- Paket,Paquete de Producción,Pacote de Produção,生産割引,생산할인
Offers,,#OFFERS_BOOSTERS_COMBO,Combo Pack,Комбо Набор,Kombi-Paket,Paquete de Combo,Pacote de Combo,コンボ割引,콤보할인
Offers,,#OFFERS_BOOSTERS_DESC,Boost your progress! Grab this special pack to speed up camp productivity.,Ускорьте ваш прогресс! Приобретите этот особый набор для повышения производительности лагеря.,"Beschleunigen Sie Ihren Fortschritt! Holen Sie sich dieses spezielle Paket, um die Produktivität des Lagers zu steigern.",¡Impulsa tu progreso! Consigue este paquete especial para mejorar la productividad del campamento.,Acelere seu progresso! Obtenha este pacote especial para aumentar a produtividade do acampamento.,進歩を促進しましょう！ この特別なパックを入手して、生産性をスピードアップしてください。,당신의 발전을 촉진하세요! 생산성을 높이려면 이 특별 팩을 구입하세요.
Offers,,#OFFERS_GEMS_STARTER_DEAL,Gems Starter Deal,,,,,,
Offers,,#OFFERS_GEMS_DAILY_DEAL,Gems Daily Deal,,,,,,
Offers,,#OFFERS_GEMS_VIP_DEAL,Gems Best Deal,,,,,,
,,,,,,,,,
Offers,,#UNCLAIMED_PURCHASE_HEADER,Welcome,Добрый день,Willkommen,¡Bienvenido!,Boas-vindas,ようこそ,환영합니다.
Offers,,#UNCLAIMED_PURCHASE_BODY,We've found your unclaimed purchase:\n\n,"Мы нашли покупку, которую вы совершили ранее:\n\n",Unbeanspruchter Kauf gefunden:\n\n,Encontramos compra sin reclamar:\n\n,Achamos compra não reclamada:\n\n,未請求の購入品を見つけました:\n\n,미청구 구매품을 찾았습니다:\n\n
Offers,Button,#UNCLAIMED_PURCHASE_CLAIM,Claim,Забрать,Abholen,Reclamar,Obter,取得,수령
Offers,Button,#UNCLAIMED_PURCHASE_LATER,Later,Позже,Später,Luego,Depois,後で,나중에
,,,,,,,,,
Buildings,,#BUILDING_LEVEL_10,Level 10,Уровень 10,Stufe 10,Nivel 10,Nivel 10,レベル10,레벨 10
Buildings,,#BUILDING_BOON_DEN_NAME,Boon Den,Логово Блага,Segensstätte,Morada de las Bendiciones,Santuário das Bênçãos,恩恵のねぐら,은혜의 아지트
Buildings,,#BUILDING_BOON_DEN_STAT1,Mine boost,Буст Шахт,Minen-Boost,Impulso de Mina,Reforço de Mina,採掘ブースト,채굴 부스트
Buildings,,#BUILDING_BOON_DEN_STAT2,Craft boost,Буст Крафта,Werkstatt-Boost,Impulso de Producción,Reforço de Produção,クラフトブースト,크래프트 부스트
Buildings,,#BUILDING_BOON_DEN_STAT3,Coin gifts,Подарок монеты,Münzen,Monedas,Moedas,コインギフト,코인 선물
Buildings,,#BUILDING_BOON_DEN_STAT4,Gem gifts,Подарок гемы,Juwelen,Gemas,Gemas,ジェムギフト,보석 선물
Buildings,,#BUILDING_BOON_DEN_STAT5,Second Daily Chest,Сундук Дня,Tägl. Truhe,Cofre Diario,Baú Diário,第2デイリーチェスト,두 번째 일일 상자
Buildings,,#BUILDING_BOON_DEN_STAT6,15 Boosters,15 Бустеров,15 Booster,15 Boosts,15 Boosts,毎日ブースター15個,매일 부스터 15개
Buildings,,#BUILDING_BOON_DEN_STAT7,x2 Idle,х2 Оффлайн,x2 Offline,x2 Offline,x2 Offline,オフラインx2,오프라인 x2
Buildings,,#BUILDING_BOON_DEN_STAT8,20 Ledger Books,20 Книг отчётов,20 Kontobücher,20 Libros de Cuentas,20 Livros de Contabilidade,20 帳簿,장부 20권
Buildings,,#BUILDING_BOON_DEN_STAT_VALUE_NOADS,NO ADS,Без рекл.,Ohne Werb.,Sin anun.,Sem anún.,広告なし,광고 제거
Buildings,,#BUILDING_BOON_DEN_DESC,"Hidden amidst the shadows and veiled in mystery, the Boon Den is said to be blessed by the ancients. Those who possess this enigmatic dwelling frequently find themselves bestowed with unexpected riches and favors, as if guided by some unseen hand.","Укрытое в тенях и окутанное мистикой, утверждают, что Логово Блага благословенно предками. Те, кому посчастливилось владеть этим загадочным убежищем, зачастую неожиданно обретают богатства и покровительство, словно их ведет незримая сила.","Versteckt im Schatten und umhüllt von Geheimnissen, sagt man, dass die Segensstätte von den Ahnen gesegnet ist. Diejenigen, die diesen rätselhaften Wohnsitz besitzen, finden sich oft unerwartet mit Reichtümern und Gefälligkeiten beschenkt, als wären sie von einer unsichtbaren Hand geleitet.","Oculto entre las sombras y velado en misterio, se dice que la Morada de las Bendiciones está bendecida por los antiguos. Quienes poseen esta morada enigmática a menudo se encuentran agraciados con riquezas y favores inesperados, como si fueran guiados por alguna mano invisible.","Escondido entre as sombras e envolto em mistério, o Santuário das Bênçãos é dito ser abençoado pelos antigos. Aqueles que possuem esta morada enigmática frequentemente se encontram agraciados com riquezas e favores inesperados, como se guiados por uma mão invisível.",その有り様は神秘、謎のベールに包まれている恩恵のねぐら、これがあればいのしえの者たちからの恵みを享受できる。この不可思議な住まいを所有する者は、豊潤と神益を余す所なく授かる、まるで見えざる手に導かれるかのごとく…,그림자 속에 숨어 신비에 싸여 있는 은혜의 아지트는 고대인의 축복을 받았다고 전해집니다. 이 수수께끼의 집을 차지하면 마치 보이지 않는 손에 이끌리는 것처럼 예상치 못한 부와 은혜를 받는 경우가 많습니다.
Buildings,,#BUILDING_TOWER_NAME,Watch Tower,Башня,Wachturm,Torre de vigilancia,Torre de vigia,物見の塔,감시탑
Buildings,,#BUILDING_TOWER_NAME_SHORT,Tower,Башня,Turm,Torre,Torre,塔,탑
Buildings,,#BUILDING_TOWER_DESC_SHORT,"x1.5 Mining Rate,\nx1.5 Cargo","х1.5 добыча, х1.5 груз","x1.5 Abbaurate, x1.5 Fracht","x1.5 Extracción, x1.5 Carga",x1.5 Taxa miner. x1.5 Carga,x1.5 採掘、x1.5 貨物,"x1.5 채광, x1.5 화물"
Buildings,,#BUILDING_TOWER_STAT1,All mines mining rate,Добыча всех шахт,Abbaurate aller Minen,Extracción de minas,Taxa miner. das minas,全採掘場の採掘効率,모든 광산 채굴 속도
Buildings,,#BUILDING_TOWER_STAT2,All mines speed,Скорость всех шахт,Tempo aller Minen,Velocidad de minas,Velocidade das minas,全採掘場の速度,모든 광산 이동 속도
Buildings,,#BUILDING_TOWER_STAT3,All mines cargo,Груз всех шахт,Fracht aller Minen,Carga de minas,Carga das minas,全採掘場の運搬,모든 광산 운반량
Buildings,,#BUILDING_TOWER_DESC,"Rising high and keeping a vigilant eye on all proceedings, the Watch Tower ensures that every miner works with enhanced precision and diligence. Its looming presence serves as a constant reminder of their purpose.","Возвышаясь высоко и неотступно наблюдая за ходом всех дел, Башня гарантирует, что каждый горняк трудится с необычайной точностью и прилежанием. Её внушительное присутствие постоянно напоминает о их высоком предназначении.","Steigend hoch und wachsam über alle Vorgänge, stellt der Wachturm sicher, dass jeder Bergmann mit gesteigerter Präzision und Sorgfalt arbeitet. Seine aufragende Präsenz dient als ständige Erinnerung an ihren Zweck.","Alzándose alto y manteniendo una vigilancia constante sobre todos los procedimientos, la Torre de Vigilancia asegura que cada minero trabaje con mayor precisión y diligencia. Su imponente presencia sirve como un recordatorio constante de su propósito.","Alta e mantendo um olhar vigilante em todos os procedimentos, a Torre de Vigia garante que cada mineiro trabalhe com precisão e diligência aprimoradas. Sua presença imponente serve como um lembrete constante de seu propósito.",高くそびえ、採掘工程の逐一に目を光らせる…物見の塔は鉱夫たちの集中力や勤勉さを向上させる建物だ。そのある意味威圧的な存在が、鉱夫たちに「しっかりとした」仕事を促す。,높이 솟아올라 모든 진행 과정을 주의 깊게 감시하는 감시탑이 있으면 모든 광부가 더욱 정확하고 부지런하게 일합니다. 이 거대한 건물은 광부들에게 목적을 끊임없이 상기시킵니다.
Buildings,,#BUILDING_ALTAR_NAME,Altar of Spirits,Алтарь Духов,Altar der Geister,Altar de Espíritus,Altar dos Espíritos,精霊の祭壇,정령의 제단
Buildings,,#BUILDING_ALTAR_NAME_SHORT,Altar,Алтарь,Altar,Altar,Altar,祭壇,제단
Buildings,,#BUILDING_ALTAR_DESC_SHORT,"x2 Mining, x1.5 Craft Speed and more","х2 добыча и груз,\nх1.5 крафт и плавка","x2 Abbaurate, x1.5 Fertigungstempo ...","x2 tasa mineria, x1.5 producción y más ...","x2 taxa de mineração, x1.5 produção e mais ...",採掘2倍、製造速度1.5倍、他,"채굴 x2, 제작 속도 x1.5 등"
Buildings,,#BUILDING_ALTAR_STAT1,All mines mining rate,Добыча всех шахт,Abbaurate aller Minen,Extracción de minas,Taxa miner. das minas,全採掘場の採掘効率,모든 광산 채굴 속도
Buildings,,#BUILDING_ALTAR_STAT2,All mines speed,Скорость всех шахт,Tempo aller Minen,Velocidad de minas,Velocidade das minas,全採掘場の速度,모든 광산 이동 속도
Buildings,,#BUILDING_ALTAR_STAT3,All mines cargo,Груз всех шахт,Fracht aller Minen,Carga de minas,Carga das minas,全採掘場の運搬,모든 광산 운반량
Buildings,,#BUILDING_ALTAR_STAT4,Smelting speed,Скорость литья,Leistung der Gießerei,Velocidad de la fundición,Velocidade da fundição,精錬速度,제련 속도
Buildings,,#BUILDING_ALTAR_STAT5,Crafting speed,Скорость крафта,Leistung der Werkstatt,Velocidad del taller,Velocidade da oficina,製造速度,제작 속도
Buildings,,#BUILDING_ALTAR_DESC,"Carved from the oldest of stones and surrounded by an aura of reverence, the Altar of Spirits connects the realm of the living to the ancient spirits. Their blessings empower the art of mining and craftsmanship.","Высеченный из древнейшего камня и овеянный аурой почтения, Алтарь Духов устанавливает связь между миром живых и вечными духами. Их благословение придает силу искусству добычи полезных ископаемых и мастерству ремесленников.","Geschnitzt aus den ältesten Steinen und umgeben von einer Aura der Ehrfurcht, verbindet der Altar der Geister die Welt der Lebenden mit den uralten Geistern. Ihre Segnungen stärken die Kunst des Bergbaus und des Handwerks","Esculpido en las piedras más antiguas y rodeado de un aura de reverencia, el Altar de los Espíritus conecta el reino de los vivos con los espíritus ancestrales. Sus bendiciones potencian el arte de la minería y la artesanía.","Esculpido nas pedras mais antigas e cercado por uma aura de reverência, o Altar dos Espíritos conecta o reino dos vivos aos espíritos antigos. Suas bênçãos fortalecem a arte da mineração e do artesanato.",最古級の石から切り出され形作られた精霊の祭壇は、敬われるべきオーラをまとう。そこはいにしえの精霊と生者の魂を繋ぐ場。その存在が採掘と工芸に大いなる恩恵をもたらす。,가장 오래된 돌을 조각하고 숭배의 기운으로 둘러싸인 정령의 제단은 산자의 영역과 고대 정령을 연결합니다. 정령의 축복은 채굴 기술과 장인 정신에 힘을 부여합니다.
Buildings,,#BUILDING_THRONE_NAME,Throne,Трон,Thron,Trono,Trono,王座,왕좌
Buildings,,#BUILDING_THRONE_DESC_SHORT,x2 EXP gain,х2 получение EXP,x2 EXP beim Verkauf des Lagers,x2 EXP por la venta del campamento,x2 de EXP na venda do acampamento,野営地の売却から得られるEXPが2倍,주둔지 판매 시 경험치 x2 획득
Buildings,,#BUILDING_THRONE_STAT1,EXP income,Доход EXP,EXPGewinn,Ganancia de EXP,Ganho de EXP,獲得EXP,경험치 수익
Buildings,,#BUILDING_THRONE_DESC,"Erected as a symbol of unyielding power, the Throne stands testament to the dominion of its holder. Those who sit upon it find their experiences and wisdom growing at an unprecedented rate.","Воздвигнутый в знак непоколебимого могущества, Трон стоит как доказательство господства его владельца. Тот, кто восседает на нем, испытывает стремительный рост своего опыта и мудрости, небывалый доселе.","Errichtet als Symbol unerschütterlicher Macht, steht der Thron als Zeugnis für die Herrschaft seines Besitzers. Diejenigen, die darauf sitzen, finden, dass ihre Erfahrungen und Weisheit in einem beispiellosen Tempo wachsen.","Erigido como un símbolo de poder inquebrantable, el Trono se erige como testamento del dominio de su poseedor. Quienes se sientan en él encuentran que sus experiencias y sabiduría crecen a un ritmo sin precedentes.","Erigido como um símbolo de poder inabalável, o Trono permanece como testemunho do domínio de seu ocupante. Aqueles que se sentam nele encontram suas experiências e sabedoria crescendo a uma taxa sem precedentes.",揺るぎなき「力」の象徴として君臨せしもの。それは所有者の圧倒的権力の証左である。この王座に座る者は、その経験と知見を未曾有の速度で膨れ上がらせる。,완고한 힘의 상징으로 세워진 이 왕좌는 소유자의 지배력을 입증합니다. 이 왕좌에 앉으면 경험과 지혜가 전례 없는 속도로 성장합니다.
Buildings,,#BUILDING_TRADE_HALL_NAME,Trade Hall,Торговый Зал,Handelshalle,Sala de Comercio,Salão de Comércio,商取引場,무역 홀
Buildings,,#BUILDING_TRADE_HALL_DESC_SHORT,"x2 Ore, Bar and Item Sell Prices",х2 цена продажи на складе,"x2 Preise fur Erze, Barren und Items","x2 precios de minerales, lingotes y objetos","x2 preços de minérios, barras e itens",鉱石、鋳塊、アイテムの売却価格2倍,"광석, 막대, 아이템 판매 가격 x2"
Buildings,,#BUILDING_TRADE_HALL_STAT1,Value of all ores,Стоимость руды,Erze-Preise,Precios de minerales,Preços de minérios,全鉱石の価値,모든 광석의 가치
Buildings,,#BUILDING_TRADE_HALL_STAT2,Value of all bars,Стоимость слитков,Barren-Preise,Precios de lingotes,Preços de barras,全鋳塊の価値,모든 막대의 가치
Buildings,,#BUILDING_TRADE_HALL_STAT3,Value of all items,Стоимость предметов,Items-Preise,Precios de objetos,Preços de itens,全アイテムの価値,모든 아이템의 가치
Buildings,,#BUILDING_TRADE_HALL_DESC,"Ornate, bustling, and always echoing with the clinks of coins, the Trade Hall is a hub for trade. Here, even the most common of items fetch prices that would be the envy of outsiders.","Роскошный, оживленный и постоянно отзывающийся звоном монет, Торговый Зал - это эпицентр торговли. Здесь даже самые простые вещи достигают цен, вызывающих зависть у посторонних.","Verziert, belebt und immer widerhallend vom Klingen der Münzen, ist die Handelshalle ein Zentrum des Handels. Hier erzielen selbst die gewöhnlichsten Gegenstände Preise, die Außenstehende beneiden würden.","Suntuoso, bullicioso y siempre resonando con el tintineo de las monedas, el Salón de Comercio es un centro para el comercio. Aquí, incluso los artículos más comunes alcanzan precios que serían la envidia de los forasteros.","Ornamentado, movimentado e sempre ecoando com o tilintar de moedas, o Salão de Comércio é um centro para o comércio. Aqui, até os itens mais comuns alcançam preços que seriam a inveja de estrangeiros.",凝った装飾にふさわしい活気、常にコインのぶつかり合う音が響き渡る商取引場は、商売の中心である。ここではありふれた物品でさえ外部の者が羨む価格で飛ぶように売れる。,화려하고 북적거리며 항상 동전 부딪히는 소리가 울려 퍼지는 무역 홀은 무역의 중심지입니다. 여기서는 가장 흔한 아이템조차도 외부인이 부러워할 만큼의 가치를 지닙니다.
Buildings,,#BUILDING_BARRACKS_NAME,Barracks,Казармы,Kaserne,Cuartel,Quartel,宿舎,막사
Buildings,,#BUILDING_BARRACKS_DESC_SHORT,x1.75 all Chiefs' bonuses,х1.75 эффект от Героев,x1.75 auf alle Anführer-Bonus,x1.75 todos los bonos de los líderes,x1.75 todos os bônus dos chefes,全チーフボーナス1.75倍,모든 부족장 보너스 x1.75
Buildings,,#BUILDING_BARRACKS_STAT1,All chiefs' bonuses,Бонусы Героев,Alle Anführer-Bonus,Bonos de líderes,Bônus dos chefes,全チーフボーナス,모든 부족장 보너스
Buildings,,#BUILDING_BARRACKS_DESC,"Built with stout stone and bearing the marks of countless battles, the Barracks are where the Chiefs gather and strategize. Their presence alone magnifies the resolve of every orc under their command.","Выстроенные из прочного камня и несущие следы бесчисленных сражений, Казармы служат сборным пунктом для Героев, где они разрабатывают стратегии. Одно их присутствие усиливает решимость каждого орка под их командованием.","Erbaut aus robustem Stein und gezeichnet von unzähligen Schlachten, sind die Kasernen der Ort, an dem sich die Häuptlinge versammeln und Strategien planen. Ihre bloße Anwesenheit verstärkt die Entschlossenheit jedes Orks unter ihrem Kommando.","Construido con sólida piedra y mostrando las marcas de innumerables batallas, el Cuartel es donde los Jefes se reúnen y planean estrategias. Su sola presencia aumenta la resolución de cada orco bajo su mando.","Construído com pedras robustas e marcado pelas inúmeras batalhas, o Quartel é onde os Chefes se reúnem e planejam. Sua presença fortalece a determinação de cada orque sob seu comando.",無骨な石造り、そこら中に殴り合いの痕跡が見られる宿舎は、チーフが集まっては拳で議論を繰り広げる場だ。敷地内に在るだけで、指揮下にあるオークたちの士気を倍増させる。,튼튼한 돌로 건설되었으며 셀 수 없는 전투의 흔적이 남은 막사는 부족장이 모여 전략을 세우는 곳입니다. 부족장의 존재만으로도 부족장의 지휘를 받는 전 오크의 결의가 더욱 돋보입니다.
Buildings,,#BUILDING_CAULDRON_NAME,Cauldron,Котел,Kessel,Caldero,Caldeirão,大釜,가마솥
Buildings,,#BUILDING_CAULDRON_DESC_SHORT,"x2 Craft speed,\nx2 Smelt speed","х2 скорость крафта,\nх2 скорость литья",x2 Leistung der Gießerei und Werkstatt,x2 velocidad de la fundición y del taller,x2 velocidade da fundição e da oficina,製造速度2倍、精錬速度2倍,"제작 속도 x2, 제련 속도 x2"
Buildings,,#BUILDING_CAULDRON_STAT1,Smelting speed,Скорость литья,Leistung der Gießerei,Velocidad de la fundición,Velocidade da fundição,精錬速度,제련 속도
